"","ensembl_gene_id_version","ensembl_gene_id","external_gene_name"
"14102","ENSMMUG00000012496.4","ENSMMUG00000012496","TSSK4"
"14103","ENSMMUG00000012513.4","ENSMMUG00000012513","LACTB2"
"14104","ENSMMUG00000012531.4","ENSMMUG00000012531","ST3GAL1"
"14105","ENSMMUG00000012559.4","ENSMMUG00000012559","EFR3A"
"14106","ENSMMUG00000012560.4","ENSMMUG00000012560","HHLA1"
"14107","ENSMMUG00000012576.4","ENSMMUG00000012576","SNX6"
"14108","ENSMMUG00000012612.3","ENSMMUG00000012612","TSR2"
"14109","ENSMMUG00000012613.4","ENSMMUG00000012613","FGD1"
"14110","ENSMMUG00000012619.4","ENSMMUG00000012619",""
"14111","ENSMMUG00000012683.4","ENSMMUG00000012683","BBOF1"
"14112","ENSMMUG00000012684.4","ENSMMUG00000012684","ALDH6A1"
"14113","ENSMMUG00000012702.3","ENSMMUG00000012702","NAP1L3"
"14114","ENSMMUG00000012710.4","ENSMMUG00000012710","TASL"
"14115","ENSMMUG00000012718.4","ENSMMUG00000012718","DPYSL2"
"14116","ENSMMUG00000012726.4","ENSMMUG00000012726","NUBPL"
"14117","ENSMMUG00000012739.4","ENSMMUG00000012739","HAUS7"
"14118","ENSMMUG00000012742.4","ENSMMUG00000012742","SLC6A8"
"14119","ENSMMUG00000012743.4","ENSMMUG00000012743","BGN"
"14120","ENSMMUG00000012744.4","ENSMMUG00000012744","BCAP31"
"14121","ENSMMUG00000012746.3","ENSMMUG00000012746","ABCD1"
"14122","ENSMMUG00000012762.4","ENSMMUG00000012762","ATP6AP2"
"14123","ENSMMUG00000012772.3","ENSMMUG00000012772","MAGEB3"
"14124","ENSMMUG00000012774.4","ENSMMUG00000012774","MAGEB1"
"14125","ENSMMUG00000012775.4","ENSMMUG00000012775","NR0B1"
"14126","ENSMMUG00000012777.4","ENSMMUG00000012777",""
"14127","ENSMMUG00000012819.4","ENSMMUG00000012819","PDK3"
"14128","ENSMMUG00000012821.4","ENSMMUG00000012821","PCYT1B"
"14129","ENSMMUG00000012852.4","ENSMMUG00000012852","OR4K5"
"14130","ENSMMUG00000012871.4","ENSMMUG00000012871","ATP7A"
"14131","ENSMMUG00000012874.4","ENSMMUG00000012874","PGK1"
"14132","ENSMMUG00000012875.4","ENSMMUG00000012875","TAF9B"
"14133","ENSMMUG00000012894.4","ENSMMUG00000012894","NHS"
"14134","ENSMMUG00000012899.4","ENSMMUG00000012899","SCML1"
"14135","ENSMMUG00000012957.4","ENSMMUG00000012957","ERCC6L"
"14136","ENSMMUG00000012972.4","ENSMMUG00000012972","ULK3"
"14137","ENSMMUG00000012974.4","ENSMMUG00000012974","SCAMP2"
"14138","ENSMMUG00000012978.3","ENSMMUG00000012978",""
"14139","ENSMMUG00000012979.4","ENSMMUG00000012979","ACIN1"
"14140","ENSMMUG00000012981.4","ENSMMUG00000012981","VIRMA"
"14141","ENSMMUG00000013008.4","ENSMMUG00000013008","CSTF2"
"14142","ENSMMUG00000013017.4","ENSMMUG00000013017","FAM160B2"
"14143","ENSMMUG00000013022.4","ENSMMUG00000013022","HR"
"14144","ENSMMUG00000013028.4","ENSMMUG00000013028","LGI3"
"14145","ENSMMUG00000013029.4","ENSMMUG00000013029","SFTPC"
"14146","ENSMMUG00000013031.4","ENSMMUG00000013031","BMP1"
"14147","ENSMMUG00000013032.4","ENSMMUG00000013032","PHYHIP"
"14148","ENSMMUG00000013079.4","ENSMMUG00000013079","NEIL1"
"14149","ENSMMUG00000013131.4","ENSMMUG00000013131","SYTL5"
"14150","ENSMMUG00000013135.4","ENSMMUG00000013135","SRPX"
"14151","ENSMMUG00000013146.4","ENSMMUG00000013146","CLDN2"
"14152","ENSMMUG00000013149.4","ENSMMUG00000013149","SPIDR"
"14153","ENSMMUG00000013150.4","ENSMMUG00000013150","MORC4"
"14154","ENSMMUG00000013151.4","ENSMMUG00000013151","CEBPD"
"14155","ENSMMUG00000013157.4","ENSMMUG00000013157","LYPLA1"
"14156","ENSMMUG00000013162.4","ENSMMUG00000013162","ENOX2"
"14157","ENSMMUG00000013165.4","ENSMMUG00000013165","SLC16A2"
"14158","ENSMMUG00000013176.4","ENSMMUG00000013176","NSDHL"
"14159","ENSMMUG00000013179.4","ENSMMUG00000013179","SOX3"
"14160","ENSMMUG00000013193.4","ENSMMUG00000013193","MMP16"
"14161","ENSMMUG00000013199.4","ENSMMUG00000013199","GUCY2F"
"14162","ENSMMUG00000013220.4","ENSMMUG00000013220","CYBB"
"14163","ENSMMUG00000013221.4","ENSMMUG00000013221","DYNLT3"
"14164","ENSMMUG00000013325.4","ENSMMUG00000013325","LRRK1"
"14165","ENSMMUG00000013386.3","ENSMMUG00000013386",""
"14166","ENSMMUG00000013387.4","ENSMMUG00000013387","CYSLTR1"
"14167","ENSMMUG00000013392.4","ENSMMUG00000013392","NECAB1"
"14168","ENSMMUG00000013396.4","ENSMMUG00000013396","OTUD6B"
"14169","ENSMMUG00000013449.3","ENSMMUG00000013449","CDX4"
"14170","ENSMMUG00000013491.4","ENSMMUG00000013491","RPGR"
"14171","ENSMMUG00000013493.4","ENSMMUG00000013493","OTC"
"14172","ENSMMUG00000013516.4","ENSMMUG00000013516","DERL1"
"14173","ENSMMUG00000013551.4","ENSMMUG00000013551","VIPAS39"
"14174","ENSMMUG00000013554.4","ENSMMUG00000013554","AHSA1"
"14175","ENSMMUG00000013555.4","ENSMMUG00000013555","ISM2"
"14176","ENSMMUG00000013556.4","ENSMMUG00000013556","SPTLC2"
"14177","ENSMMUG00000013578.4","ENSMMUG00000013578","DENND3"
"14178","ENSMMUG00000013579.4","ENSMMUG00000013579","SLC45A4"
"14179","ENSMMUG00000013585.3","ENSMMUG00000013585",""
"14180","ENSMMUG00000013595.4","ENSMMUG00000013595","GEMIN8"
"14181","ENSMMUG00000013603.4","ENSMMUG00000013603","ZNF711"
"14182","ENSMMUG00000013604.4","ENSMMUG00000013604","POF1B"
"14183","ENSMMUG00000013611.4","ENSMMUG00000013611","TRMT5"
"14184","ENSMMUG00000013612.4","ENSMMUG00000013612","SLC38A6"
"14185","ENSMMUG00000013631.4","ENSMMUG00000013631","CYP11B1"
"14186","ENSMMUG00000013635.4","ENSMMUG00000013635","CLCN4"
"14187","ENSMMUG00000013658.4","ENSMMUG00000013658","MRPL46"
"14188","ENSMMUG00000013663.4","ENSMMUG00000013663","MRPL52"
"14189","ENSMMUG00000013665.4","ENSMMUG00000013665","MMP14"
"14190","ENSMMUG00000013667.4","ENSMMUG00000013667","TKTL1"
"14191","ENSMMUG00000013668.4","ENSMMUG00000013668","FLNA"
"14192","ENSMMUG00000013669.4","ENSMMUG00000013669","SH3GL3"
"14193","ENSMMUG00000013670.4","ENSMMUG00000013670","ADAMTSL3"
"14194","ENSMMUG00000013675.4","ENSMMUG00000013675","ASH2L"
"14195","ENSMMUG00000013676.4","ENSMMUG00000013676","STAR"
"14196","ENSMMUG00000013678.4","ENSMMUG00000013678","EMD"
"14197","ENSMMUG00000013735.4","ENSMMUG00000013735","DCTN6"
"14198","ENSMMUG00000013741.4","ENSMMUG00000013741",""
"14199","ENSMMUG00000013742.4","ENSMMUG00000013742","RGS22"
"14200","ENSMMUG00000013753.4","ENSMMUG00000013753","USP9X"
"14201","ENSMMUG00000013768.4","ENSMMUG00000013768","ARHGEF6"
"14202","ENSMMUG00000013770.4","ENSMMUG00000013770","KCNB2"
"14203","ENSMMUG00000013773.4","ENSMMUG00000013773","CD40LG"
"14204","ENSMMUG00000013775.4","ENSMMUG00000013775","BAG4"
"14205","ENSMMUG00000013777.4","ENSMMUG00000013777","DDHD2"
"14206","ENSMMUG00000013814.4","ENSMMUG00000013814","ST8SIA2"
"14207","ENSMMUG00000013828.4","ENSMMUG00000013828","BTBD6"
"14208","ENSMMUG00000013842.4","ENSMMUG00000013842","NRXN3"
"14209","ENSMMUG00000013848.4","ENSMMUG00000013848","FUT8"
"14210","ENSMMUG00000013865.4","ENSMMUG00000013865","WARS1"
"14211","ENSMMUG00000013871.4","ENSMMUG00000013871","WDR25"
"14212","ENSMMUG00000013874.4","ENSMMUG00000013874","BEGAIN"
"14213","ENSMMUG00000013907.4","ENSMMUG00000013907","RPS27A"
"14214","ENSMMUG00000013930.4","ENSMMUG00000013930","DGAT2L6"
"14215","ENSMMUG00000013934.3","ENSMMUG00000013934","P2RY4"
"14216","ENSMMUG00000013935.4","ENSMMUG00000013935","ARR3"
"14217","ENSMMUG00000013937.4","ENSMMUG00000013937","RAB41"
"14218","ENSMMUG00000013940.4","ENSMMUG00000013940","KIF4A"
"14219","ENSMMUG00000013943.4","ENSMMUG00000013943","GDPD2"
"14220","ENSMMUG00000013948.4","ENSMMUG00000013948","DLG3"
"14221","ENSMMUG00000013960.4","ENSMMUG00000013960","SLC24A4"
"14222","ENSMMUG00000013966.4","ENSMMUG00000013966","LGMN"
"14223","ENSMMUG00000013974.4","ENSMMUG00000013974","MYBL1"
"14224","ENSMMUG00000013981.4","ENSMMUG00000013981","TAB3"
"14225","ENSMMUG00000013993.4","ENSMMUG00000013993","HCCS"
"14226","ENSMMUG00000014002.4","ENSMMUG00000014002","CDK16"
"14227","ENSMMUG00000014047.4","ENSMMUG00000014047","BMX"
"14228","ENSMMUG00000014048.4","ENSMMUG00000014048","ACE2"
"14229","ENSMMUG00000014052.4","ENSMMUG00000014052","CA5B"
"14230","ENSMMUG00000014055.4","ENSMMUG00000014055","AP1S2"
"14231","ENSMMUG00000014066.4","ENSMMUG00000014066","ZNF81"
"14232","ENSMMUG00000014143.4","ENSMMUG00000014143","SARAF"
"14233","ENSMMUG00000014144.4","ENSMMUG00000014144","LEPROTL1"
"14234","ENSMMUG00000014149.4","ENSMMUG00000014149","LYN"
"14235","ENSMMUG00000014183.4","ENSMMUG00000014183","PLEKHF2"
"14236","ENSMMUG00000014197.4","ENSMMUG00000014197","DDHD1"
"14237","ENSMMUG00000014204.4","ENSMMUG00000014204","DNAJA4"
"14238","ENSMMUG00000014207.4","ENSMMUG00000014207","WDR61"
"14239","ENSMMUG00000014210.4","ENSMMUG00000014210","MTDH"
"14240","ENSMMUG00000014254.4","ENSMMUG00000014254","TLR7"
"14241","ENSMMUG00000014255.4","ENSMMUG00000014255","TLR8"
"14242","ENSMMUG00000014256.4","ENSMMUG00000014256","TMSB4X"
"14243","ENSMMUG00000014295.4","ENSMMUG00000014295","ASPG"
"14244","ENSMMUG00000014381.4","ENSMMUG00000014381","GZMB"
"14245","ENSMMUG00000014383.3","ENSMMUG00000014383","CA1"
"14246","ENSMMUG00000014391.4","ENSMMUG00000014391","DCAF11"
"14247","ENSMMUG00000014407.4","ENSMMUG00000014407","MAGT1"
"14248","ENSMMUG00000014414.4","ENSMMUG00000014414","ABHD2"
"14249","ENSMMUG00000014418.3","ENSMMUG00000014418",""
"14250","ENSMMUG00000014420.4","ENSMMUG00000014420","RLBP1"
"14251","ENSMMUG00000014423.4","ENSMMUG00000014423","CSPP1"
"14252","ENSMMUG00000014424.4","ENSMMUG00000014424","ARFGEF1"
"14253","ENSMMUG00000014431.4","ENSMMUG00000014431","AP3M2"
"14254","ENSMMUG00000014432.4","ENSMMUG00000014432","PLAT"
"14255","ENSMMUG00000014438.4","ENSMMUG00000014438","PIWIL2"
"14256","ENSMMUG00000014442.4","ENSMMUG00000014442","PPP3CC"
"14257","ENSMMUG00000014445.4","ENSMMUG00000014445","SORBS3"
"14258","ENSMMUG00000014463.4","ENSMMUG00000014463",""
"14259","ENSMMUG00000014466.4","ENSMMUG00000014466","PGRMC1"
"14260","ENSMMUG00000014518.4","ENSMMUG00000014518","OSGIN2"
"14261","ENSMMUG00000014519.4","ENSMMUG00000014519","NBN"
"14262","ENSMMUG00000014601.4","ENSMMUG00000014601","MYC"
"14263","ENSMMUG00000014606.4","ENSMMUG00000014606","RADX"
"14264","ENSMMUG00000014640.4","ENSMMUG00000014640","RP1"
"14265","ENSMMUG00000014650.4","ENSMMUG00000014650","BPNT2"
"14266","ENSMMUG00000014658.4","ENSMMUG00000014658","NIN"
"14267","ENSMMUG00000014667.4","ENSMMUG00000014667","ABHD12B"
"14268","ENSMMUG00000014670.4","ENSMMUG00000014670","PYGL"
"14269","ENSMMUG00000014678.4","ENSMMUG00000014678","KLF8"
"14270","ENSMMUG00000014702.4","ENSMMUG00000014702","TAF2"
"14271","ENSMMUG00000014721.4","ENSMMUG00000014721","GPAT4"
"14272","ENSMMUG00000014725.4","ENSMMUG00000014725",""
"14273","ENSMMUG00000014726.4","ENSMMUG00000014726","ANK1"
"14274","ENSMMUG00000014743.4","ENSMMUG00000014743","RNF212B"
"14275","ENSMMUG00000014744.4","ENSMMUG00000014744","HOMEZ"
"14276","ENSMMUG00000014745.3","ENSMMUG00000014745","PPP1R3E"
"14277","ENSMMUG00000014747.4","ENSMMUG00000014747","BCL2L2-PABPN1"
"14278","ENSMMUG00000014748.4","ENSMMUG00000014748","SLC22A17"
"14279","ENSMMUG00000014750.4","ENSMMUG00000014750","EFS"
"14280","ENSMMUG00000014751.4","ENSMMUG00000014751","IL25"
"14281","ENSMMUG00000014752.4","ENSMMUG00000014752","CMTM5"
"14282","ENSMMUG00000014762.4","ENSMMUG00000014762","MYH7"
"14283","ENSMMUG00000014766.4","ENSMMUG00000014766","NGDN"
"14284","ENSMMUG00000014771.4","ENSMMUG00000014771","ZFHX2"
"14285","ENSMMUG00000014786.4","ENSMMUG00000014786",""
"14286","ENSMMUG00000014802.4","ENSMMUG00000014802","NDUFAF6"
"14287","ENSMMUG00000014809.4","ENSMMUG00000014809","HNRNPC"
"14288","ENSMMUG00000014810.4","ENSMMUG00000014810","SDR16C5"
"14289","ENSMMUG00000014830.4","ENSMMUG00000014830","LY6H"
"14290","ENSMMUG00000014831.4","ENSMMUG00000014831",""
"14291","ENSMMUG00000014833.4","ENSMMUG00000014833","IDH2"
"14292","ENSMMUG00000014839.4","ENSMMUG00000014839","NPAS3"
"14293","ENSMMUG00000014885.4","ENSMMUG00000014885",""
"14294","ENSMMUG00000014890.4","ENSMMUG00000014890","CA3"
"14295","ENSMMUG00000014891.4","ENSMMUG00000014891","CA2"
"14296","ENSMMUG00000014945.4","ENSMMUG00000014945","PPP4R3A"
"14297","ENSMMUG00000014947.4","ENSMMUG00000014947",""
"14298","ENSMMUG00000014950.4","ENSMMUG00000014950","CATSPERB"
"14299","ENSMMUG00000014981.4","ENSMMUG00000014981","HMBOX1"
"14300","ENSMMUG00000014983.4","ENSMMUG00000014983","ANPEP"
"14301","ENSMMUG00000014992.4","ENSMMUG00000014992","RAB2B"
"14302","ENSMMUG00000014997.4","ENSMMUG00000014997","SALL2"
"14303","ENSMMUG00000015000.4","ENSMMUG00000015000","SUPT16H"
"14304","ENSMMUG00000015002.4","ENSMMUG00000015002","CHD8"
"14305","ENSMMUG00000015004.4","ENSMMUG00000015004","TOX4"
"14306","ENSMMUG00000015031.4","ENSMMUG00000015031","EDA2R"
"14307","ENSMMUG00000015073.4","ENSMMUG00000015073","SRP54"
"14308","ENSMMUG00000015095.4","ENSMMUG00000015095",""
"14309","ENSMMUG00000015110.4","ENSMMUG00000015110","MDGA2"
"14310","ENSMMUG00000015128.4","ENSMMUG00000015128","AKAP6"
"14311","ENSMMUG00000015144.4","ENSMMUG00000015144","DLC1"
"14312","ENSMMUG00000015165.4","ENSMMUG00000015165","ZC2HC1C"
"14313","ENSMMUG00000015166.4","ENSMMUG00000015166","NEK9"
"14314","ENSMMUG00000015168.4","ENSMMUG00000015168","TMED10"
"14315","ENSMMUG00000015169.4","ENSMMUG00000015169","GOLGA5"
"14316","ENSMMUG00000015190.3","ENSMMUG00000015190","GAB3"
"14317","ENSMMUG00000015202.4","ENSMMUG00000015202",""
"14318","ENSMMUG00000015224.4","ENSMMUG00000015224","MTHFS"
"14319","ENSMMUG00000015236.4","ENSMMUG00000015236","MOS"
"14320","ENSMMUG00000015238.4","ENSMMUG00000015238","OGT"
"14321","ENSMMUG00000015264.4","ENSMMUG00000015264","ZNF185"
"14322","ENSMMUG00000015266.4","ENSMMUG00000015266","DUSP21"
"14323","ENSMMUG00000015291.4","ENSMMUG00000015291","STARD8"
"14324","ENSMMUG00000015308.4","ENSMMUG00000015308","CAPN6"
"14325","ENSMMUG00000015312.4","ENSMMUG00000015312","DCX"
"14326","ENSMMUG00000015345.3","ENSMMUG00000015345","GSDMC"
"14327","ENSMMUG00000015347.4","ENSMMUG00000015347","PRKDC"
"14328","ENSMMUG00000015348.4","ENSMMUG00000015348","CYRIB"
"14329","ENSMMUG00000015360.4","ENSMMUG00000015360","MCM4"
"14330","ENSMMUG00000015394.4","ENSMMUG00000015394","WDR93"
"14331","ENSMMUG00000015396.4","ENSMMUG00000015396","WDR13"
"14332","ENSMMUG00000015417.4","ENSMMUG00000015417","RGS20"
"14333","ENSMMUG00000015434.4","ENSMMUG00000015434","EVL"
"14334","ENSMMUG00000015442.4","ENSMMUG00000015442","STXBP6"
"14335","ENSMMUG00000015443.4","ENSMMUG00000015443","PCNX4"
"14336","ENSMMUG00000015487.4","ENSMMUG00000015487","PCM1"
"14337","ENSMMUG00000015490.4","ENSMMUG00000015490","TRMT12"
"14338","ENSMMUG00000015491.4","ENSMMUG00000015491","RNF139"
"14339","ENSMMUG00000015493.4","ENSMMUG00000015493","NDUFB9"
"14340","ENSMMUG00000015494.4","ENSMMUG00000015494","MTSS1"
"14341","ENSMMUG00000015497.4","ENSMMUG00000015497","ASAH1"
"14342","ENSMMUG00000015599.4","ENSMMUG00000015599","RNASE11"
"14343","ENSMMUG00000015609.4","ENSMMUG00000015609","ZNF280C"
"14344","ENSMMUG00000015619.4","ENSMMUG00000015619","ABCB7"
"14345","ENSMMUG00000015647.4","ENSMMUG00000015647","LRRC6"
"14346","ENSMMUG00000015653.4","ENSMMUG00000015653","MSN"
"14347","ENSMMUG00000015655.4","ENSMMUG00000015655","ARMCX3"
"14348","ENSMMUG00000015656.4","ENSMMUG00000015656","ARMCX2"
"14349","ENSMMUG00000015703.4","ENSMMUG00000015703","GPR33"
"14350","ENSMMUG00000015706.4","ENSMMUG00000015706","DCAF12L1"
"14351","ENSMMUG00000015737.4","ENSMMUG00000015737","PIGA"
"14352","ENSMMUG00000015738.4","ENSMMUG00000015738","VEGFD"
"14353","ENSMMUG00000015740.4","ENSMMUG00000015740","PIR"
"14354","ENSMMUG00000015814.4","ENSMMUG00000015814","FMR1"
"14355","ENSMMUG00000015838.4","ENSMMUG00000015838","TCL1B"
"14356","ENSMMUG00000015839.4","ENSMMUG00000015839","TCL1A"
"14357","ENSMMUG00000015841.3","ENSMMUG00000015841",""
"14358","ENSMMUG00000015855.4","ENSMMUG00000015855",""
"14359","ENSMMUG00000015861.4","ENSMMUG00000015861","COX7B"
"14360","ENSMMUG00000015865.4","ENSMMUG00000015865","ARG2"
"14361","ENSMMUG00000015866.4","ENSMMUG00000015866","VTI1B"
"14362","ENSMMUG00000015868.4","ENSMMUG00000015868","RDH11"
"14363","ENSMMUG00000015869.4","ENSMMUG00000015869","RDH12"
"14364","ENSMMUG00000015871.4","ENSMMUG00000015871","ZFYVE26"
"14365","ENSMMUG00000015873.4","ENSMMUG00000015873","RAD51B"
"14366","ENSMMUG00000015890.4","ENSMMUG00000015890","C7H15orf40"
"14367","ENSMMUG00000015894.4","ENSMMUG00000015894",""
"14368","ENSMMUG00000015978.4","ENSMMUG00000015978","NCOA2"
"14369","ENSMMUG00000016009.4","ENSMMUG00000016009",""
"14370","ENSMMUG00000016016.4","ENSMMUG00000016016","CCDC25"
"14371","ENSMMUG00000016018.4","ENSMMUG00000016018","ESCO2"
"14372","ENSMMUG00000016019.4","ENSMMUG00000016019","PBK"
"14373","ENSMMUG00000016022.4","ENSMMUG00000016022","TCEA1"
"14374","ENSMMUG00000016023.4","ENSMMUG00000016023","PREX2"
"14375","ENSMMUG00000016045.4","ENSMMUG00000016045",""
"14376","ENSMMUG00000016055.4","ENSMMUG00000016055","TRAV41"
"14377","ENSMMUG00000016098.4","ENSMMUG00000016098","REM2"
"14378","ENSMMUG00000016100.4","ENSMMUG00000016100","LRP10"
"14379","ENSMMUG00000016103.4","ENSMMUG00000016103","IMP3"
"14380","ENSMMUG00000016104.4","ENSMMUG00000016104","CSPG4"
"14381","ENSMMUG00000016106.4","ENSMMUG00000016106","SNX33"
"14382","ENSMMUG00000016120.4","ENSMMUG00000016120","GOLGA7"
"14383","ENSMMUG00000016124.3","ENSMMUG00000016124","DCAF4L2"
"14384","ENSMMUG00000016164.4","ENSMMUG00000016164","TMED3"
"14385","ENSMMUG00000016186.4","ENSMMUG00000016186","EBAG9"
"14386","ENSMMUG00000016187.4","ENSMMUG00000016187","SYBU"
"14387","ENSMMUG00000016195.4","ENSMMUG00000016195","SNAI2"
"14388","ENSMMUG00000016221.4","ENSMMUG00000016221","TMEM74"
"14389","ENSMMUG00000016233.4","ENSMMUG00000016233","ARHGEF9"
"14390","ENSMMUG00000016237.4","ENSMMUG00000016237","TXLNG"
"14391","ENSMMUG00000016238.4","ENSMMUG00000016238","RBBP7"
"14392","ENSMMUG00000016250.4","ENSMMUG00000016250","TTC5"
"14393","ENSMMUG00000016251.4","ENSMMUG00000016251","CCNB1IP1"
"14394","ENSMMUG00000016253.4","ENSMMUG00000016253","PARP2"
"14395","ENSMMUG00000016255.4","ENSMMUG00000016255","TEP1"
"14396","ENSMMUG00000016290.4","ENSMMUG00000016290","WWC3"
"14397","ENSMMUG00000016346.4","ENSMMUG00000016346","ARHGAP5"
"14398","ENSMMUG00000016351.4","ENSMMUG00000016351","DPF3"
"14399","ENSMMUG00000016361.4","ENSMMUG00000016361","APOO"
"14400","ENSMMUG00000016375.4","ENSMMUG00000016375","FER1L6"
"14401","ENSMMUG00000016385.4","ENSMMUG00000016385","PSD3"
"14402","ENSMMUG00000016391.4","ENSMMUG00000016391","EFHC2"
"14403","ENSMMUG00000016431.4","ENSMMUG00000016431","LONRF3"
"14404","ENSMMUG00000016464.4","ENSMMUG00000016464","GATA1"
"14405","ENSMMUG00000016465.4","ENSMMUG00000016465","HDAC6"
"14406","ENSMMUG00000016467.3","ENSMMUG00000016467","ERAS"
"14407","ENSMMUG00000016469.4","ENSMMUG00000016469","PCSK1N"
"14408","ENSMMUG00000016483.3","ENSMMUG00000016483","INSM2"
"14409","ENSMMUG00000016485.4","ENSMMUG00000016485","TNFRSF11B"
"14410","ENSMMUG00000016487.4","ENSMMUG00000016487","RALGAPA1"
"14411","ENSMMUG00000016492.4","ENSMMUG00000016492","DGKK"
"14412","ENSMMUG00000016496.4","ENSMMUG00000016496","C8H8orf37"
"14413","ENSMMUG00000016498.4","ENSMMUG00000016498","CERS3"
"14414","ENSMMUG00000016503.4","ENSMMUG00000016503","LINS1"
"14415","ENSMMUG00000016504.4","ENSMMUG00000016504","ASB7"
"14416","ENSMMUG00000016512.3","ENSMMUG00000016512","FKBP3"
"14417","ENSMMUG00000016513.4","ENSMMUG00000016513","FANCM"
"14418","ENSMMUG00000016515.4","ENSMMUG00000016515","MIS18BP1"
"14419","ENSMMUG00000016544.4","ENSMMUG00000016544","PSMA6"
"14420","ENSMMUG00000016552.4","ENSMMUG00000016552","INF2"
"14421","ENSMMUG00000016556.4","ENSMMUG00000016556","ADSS1"
"14422","ENSMMUG00000016607.4","ENSMMUG00000016607","MTMR1"
"14423","ENSMMUG00000016608.3","ENSMMUG00000016608","USP11"
"14424","ENSMMUG00000016610.4","ENSMMUG00000016610","CD99L2"
"14425","ENSMMUG00000016642.4","ENSMMUG00000016642","MAGEC2"
"14426","ENSMMUG00000016653.4","ENSMMUG00000016653","CHMP7"
"14427","ENSMMUG00000016655.4","ENSMMUG00000016655","R3HCC1"
"14428","ENSMMUG00000016657.4","ENSMMUG00000016657","PPP4R3C"
"14429","ENSMMUG00000016658.4","ENSMMUG00000016658","ENTPD4"
"14430","ENSMMUG00000016666.4","ENSMMUG00000016666","CHRDL1"
"14431","ENSMMUG00000016708.4","ENSMMUG00000016708","MFHAS1"
"14432","ENSMMUG00000016725.4","ENSMMUG00000016725","FAAH2"
"14433","ENSMMUG00000016772.4","ENSMMUG00000016772","SLC28A1"
"14434","ENSMMUG00000016773.4","ENSMMUG00000016773","ESRRB"
"14435","ENSMMUG00000016776.4","ENSMMUG00000016776","CHM"
"14436","ENSMMUG00000016777.4","ENSMMUG00000016777","DACH2"
"14437","ENSMMUG00000016889.4","ENSMMUG00000016889","ANKRD9"
"14438","ENSMMUG00000016929.4","ENSMMUG00000016929","PRRG3"
"14439","ENSMMUG00000016948.4","ENSMMUG00000016948","PABIR2"
"14440","ENSMMUG00000016975.4","ENSMMUG00000016975","SLC38A5"
"14441","ENSMMUG00000016981.4","ENSMMUG00000016981","PSMD10"
"14442","ENSMMUG00000016986.4","ENSMMUG00000016986","YIPF6"
"14443","ENSMMUG00000017005.4","ENSMMUG00000017005","BAG5"
"14444","ENSMMUG00000017015.4","ENSMMUG00000017015","PAGE1"
"14445","ENSMMUG00000017038.4","ENSMMUG00000017038","RAB2A"
"14446","ENSMMUG00000017109.3","ENSMMUG00000017109",""
"14447","ENSMMUG00000017260.4","ENSMMUG00000017260","GPR65"
"14448","ENSMMUG00000017261.4","ENSMMUG00000017261","GALC"
"14449","ENSMMUG00000017277.4","ENSMMUG00000017277","IKBKG"
"14450","ENSMMUG00000017296.4","ENSMMUG00000017296","SDCBP"
"14451","ENSMMUG00000017297.4","ENSMMUG00000017297",""
"14452","ENSMMUG00000017303.4","ENSMMUG00000017303","SNAPC1"
"14453","ENSMMUG00000017313.4","ENSMMUG00000017313","MTA1"
"14454","ENSMMUG00000017323.4","ENSMMUG00000017323","LRCH2"
"14455","ENSMMUG00000017335.4","ENSMMUG00000017335","TFDP3"
"14456","ENSMMUG00000017336.4","ENSMMUG00000017336","PDHA1"
"14457","ENSMMUG00000017377.4","ENSMMUG00000017377","PUDP"
"14458","ENSMMUG00000017378.3","ENSMMUG00000017378","STS"
"14459","ENSMMUG00000017381.4","ENSMMUG00000017381","RGMA"
"14460","ENSMMUG00000017405.4","ENSMMUG00000017405",""
"14461","ENSMMUG00000017409.4","ENSMMUG00000017409","G6PD"
"14462","ENSMMUG00000017423.4","ENSMMUG00000017423","RBM10"
"14463","ENSMMUG00000017428.4","ENSMMUG00000017428","UBA1"
"14464","ENSMMUG00000017430.3","ENSMMUG00000017430","SMOC1"
"14465","ENSMMUG00000017433.4","ENSMMUG00000017433","SLC8A3"
"14466","ENSMMUG00000017464.4","ENSMMUG00000017464","PRR32"
"14467","ENSMMUG00000017517.4","ENSMMUG00000017517",""
"14468","ENSMMUG00000017569.4","ENSMMUG00000017569","DDX3X"
"14469","ENSMMUG00000017574.4","ENSMMUG00000017574","ZCCHC12"
"14470","ENSMMUG00000017580.3","ENSMMUG00000017580",""
"14471","ENSMMUG00000017581.4","ENSMMUG00000017581","DEFB135"
"14472","ENSMMUG00000017635.4","ENSMMUG00000017635","RRAGB"
